;gender;ethnicity;score;fcollege;mcollege;home;urban;unemp;wage;distance;tuition;education;income;region
2207;female;other;409.300.003.051.758;no;no;yes;no;158.999.996.185.303;121.499.996.185.303;11;116.628.003.120.422;12;low;other
2208;male;other;484.700.012.207.031;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;1.5;101.617.002.487.183;12;low;other
2209;female;other;582.599.983.215.332;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;1.5;101.617.002.487.183;15;low;other
2210;female;other;501.199.989.318.848;no;no;no;no;780.000.019.073.486;101.499.996.185.303;1.5;101.617.002.487.183;16;high;other
2211;female;other;641.699.981.689.453;no;no;no;no;780.000.019.073.486;101.499.996.185.303;1.5;101.617.002.487.183;12;low;other
2212;male;afam;589.000.015.258.789;no;yes;yes;no;780.000.019.073.486;101.499.996.185.303;1.5;101.617.002.487.183;12;high;other
2213;male;other;597.400.016.784.668;no;no;yes;no;7.5;108.100.004.196.167;2.5;112.586.998.939.514;15;high;other
2214;female;other;40.310.001.373.291;no;no;yes;no;7.5;108.100.004.196.167;2.5;112.586.998.939.514;12;low;other
2215;female;other;612.900.009.155.273;no;no;yes;no;7.5;108.100.004.196.167;2.5;112.586.998.939.514;16;low;other
2216;male;other;540.099.983.215.332;no;yes;no;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;12;low;other
2217;male;other;593.899.993.896.484;no;no;yes;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;12;low;other
2218;female;other;550.900.001.525.879;no;no;yes;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;12;low;other
2219;male;other;514.000.015.258.789;no;no;yes;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;16;high;other
2220;female;other;46.060.001.373.291;no;no;no;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;12;low;other
2221;female;other;503.199.996.948.242;no;no;yes;no;101.000.003.814.697;108.100.004.196.167;4.5;112.586.998.939.514;12;low;other
2222;female;other;582.799.987.792.969;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;12;101.617.002.487.183;12;low;other
2223;male;other;57;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;12;101.617.002.487.183;16;low;other
2224;male;other;50.75;no;no;no;no;889.999.961.853.027;101.499.996.185.303;12;101.617.002.487.183;12;low;other
2225;female;other;462.400.016.784.668;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;12;101.617.002.487.183;12;low;other
2226;male;other;567.599.983.215.332;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;12;101.617.002.487.183;14;low;other
2227;female;other;44.5;no;no;yes;no;148.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;12;low;other
2228;female;other;62.810.001.373.291;no;no;yes;no;148.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;16;high;other
2229;female;other;560.099.983.215.332;no;no;yes;no;148.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;12;low;other
2230;male;other;61.189.998.626.709;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;16;low;other
2231;male;other;649.400.024.414.062;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;16;low;other
2232;male;other;424.700.012.207.031;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;12;high;other
2233;female;other;674.599.990.844.727;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;12;low;other
2234;male;other;603.400.001.525.879;no;no;no;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;14;low;other
2235;female;hispanic;489.300.003.051.758;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;12;low;other
2236;female;other;610.299.987.792.969;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;16;low;other
2237;female;other;547.099.990.844.727;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;18;high;other
2238;female;other;50.560.001.373.291;yes;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;12;low;other
2239;male;other;607.099.990.844.727;no;no;yes;no;889.999.961.853.027;101.499.996.185.303;3.5;101.617.002.487.183;14;low;other
2240;male;other;395.499.992.370.605;no;no;yes;no;118.999.996.185.303;121.499.996.185.303;0.100000001490116;116.628.003.120.422;12;low;other
2241;female;other;464.300.003.051.758;no;no;yes;no;118.999.996.185.303;121.499.996.185.303;0.100000001490116;116.628.003.120.422;12;low;other
2242;male;other;360.099.983.215.332;no;no;yes;no;118.999.996.185.303;121.499.996.185.303;0.100000001490116;116.628.003.120.422;12;high;other
2243;female;hispanic;447.599.983.215.332;no;no;no;no;118.999.996.185.303;121.499.996.185.303;0.100000001490116;116.628.003.120.422;12;low;other
2244;female;other;595.400.009.155.273;no;yes;yes;no;118.999.996.185.303;121.499.996.185.303;0.100000001490116;116.628.003.120.422;12;high;other
2245;female;other;69.379.997.253.418;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;12;low;other
2246;male;other;611.800.003.051.758;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;16;low;other
2247;male;other;50.75;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;12;high;other
2248;male;other;583.800.010.681.152;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;12;low;other
2249;male;other;550.699.996.948.242;no;no;no;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;12;low;other
2250;male;other;555.200.004.577.637;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;12;low;other
2251;female;other;512.700.004.577.637;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;16;low;other
2252;male;other;679.800.033.569.336;no;no;yes;no;669.999.980.926.514;101.499.996.185.303;3;101.617.002.487.183;16;low;other
2253;female;other;520.299.987.792.969;yes;yes;yes;no;780.000.019.073.486;101.499.996.185.303;179.999.995.231.628;101.617.002.487.183;16;low;other
2254;male;other;521.500.015.258.789;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;179.999.995.231.628;101.617.002.487.183;12;low;other
2255;male;other;541.599.998.474.121;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;179.999.995.231.628;101.617.002.487.183;15;low;other
2256;male;other;403.499.984.741.211;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;179.999.995.231.628;101.617.002.487.183;12;low;other
2257;male;other;571.800.003.051.758;no;no;yes;no;780.000.019.073.486;101.499.996.185.303;179.999.995.231.628;101.617.002.487.183;17;low;other
2258;male;hispanic;518.499.984.741.211;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;14;low;other
2259;female;hispanic;618.400.001.525.879;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;12;low;other
2260;female;other;494.500.007.629.395;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;16;low;other
2261;male;afam;358.699.989.318.848;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;12;high;other
2262;male;hispanic;516.800.003.051.758;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;16;low;other
2263;female;afam;468.499.984.741.211;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.300000011920929;112.586.998.939.514;16;high;other
2264;male;other;595.400.009.155.273;no;no;yes;no;103.999.996.185.303;108.100.004.196.167;229.999.995.231.628;112.586.998.939.514;12;low;other
2265;male;other;612.299.995.422.363;no;yes;yes;no;103.999.996.185.303;108.100.004.196.167;229.999.995.231.628;112.586.998.939.514;12;high;other
2266;female;other;680.400.009.155.273;yes;no;yes;no;103.999.996.185.303;108.100.004.196.167;229.999.995.231.628;112.586.998.939.514;16;high;other
2267;female;other;396.399.993.896.484;no;no;yes;no;103.999.996.185.303;108.100.004.196.167;229.999.995.231.628;112.586.998.939.514;12;low;other
2268;female;afam;430.099.983.215.332;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;13;low;other
2269;female;hispanic;442.999.992.370.605;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2270;female;afam;407.900.009.155.273;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;13;low;other
2271;male;afam;408.600.006.103.516;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;13;low;other
2272;male;afam;397.900.009.155.273;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2273;female;afam;358.499.984.741.211;no;no;no;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;high;other
2274;female;afam;353.699.989.318.848;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2275;female;afam;406.300.010.681.152;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2276;female;afam;500.200.004.577.637;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2277;female;afam;418.600.006.103.516;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;14;low;other
2278;female;afam;39.25;no;no;yes;yes;118.000.001.907.349;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2279;female;afam;387.200.012.207.031;no;no;yes;yes;138.000.001.907.349;121.499.996.185.303;0.5;116.628.003.120.422;13;low;other
2280;female;afam;370.099.983.215.332;no;no;yes;yes;138.000.001.907.349;121.499.996.185.303;0.5;116.628.003.120.422;16;high;other
2281;female;afam;514.599.990.844.727;no;no;yes;yes;138.000.001.907.349;121.499.996.185.303;0.5;116.628.003.120.422;12;low;other
2282;female;afam;361.699.981.689.453;no;no;yes;yes;138.000.001.907.349;121.499.996.185.303;0.5;116.628.003.120.422;12;low;other
2283;female;other;348.899.993.896.484;no;no;yes;yes;138.000.001.907.349;121.499.996.185.303;0.5;116.628.003.120.422;12;high;other
2284;male;other;65.25;yes;yes;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;17;low;other
2285;male;afam;47.5;yes;yes;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;13;high;other
2286;female;other;430.900.001.525.879;yes;no;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;14;high;other
2287;female;other;57.189.998.626.709;no;no;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;12;low;other
2288;male;other;643.600.006.103.516;yes;yes;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;16;high;other
2289;male;other;650.500.030.517.578;yes;no;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;16;low;other
2290;female;other;423.800.010.681.152;yes;no;yes;no;989.999.961.853.027;121.499.996.185.303;0.200000002980232;116.628.003.120.422;12;low;other
2291;female;other;402.900.009.155.273;no;no;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;12;low;other
2292;male;other;606.100.006.103.516;yes;yes;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;16;high;other
2293;female;other;459.900.016.784.668;no;yes;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;13;low;other
2294;female;afam;623.300.018.310.547;no;no;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;13;low;other
2295;male;other;594.199.981.689.453;no;no;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;16;high;other
2296;male;other;50.25;no;no;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;13;high;other
2297;female;afam;426.100.006.103.516;no;no;yes;yes;11.5;121.499.996.185.303;139.999.997.615.814;116.628.003.120.422;13;low;other
2298;female;other;449.900.016.784.668;no;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;14;low;other
2299;female;other;492.900.009.155.273;yes;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;12;low;other
2300;male;other;53.310.001.373.291;no;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;13;low;other
2301;female;other;553.600.006.103.516;no;yes;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;14;high;other
2302;male;other;580.999.984.741.211;no;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;13;high;other
2303;male;other;492.700.004.577.637;yes;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;16;high;other
2304;female;other;542.599.983.215.332;no;no;yes;no;13;121.499.996.185.303;1;116.628.003.120.422;12;low;other
2305;female;afam;430.499.992.370.605;no;no;yes;yes;769.999.980.926.514;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2306;female;other;498.699.989.318.848;no;no;yes;yes;769.999.980.926.514;108.100.004.196.167;0.5;112.586.998.939.514;12;high;other
2307;female;other;488.499.984.741.211;no;no;yes;yes;769.999.980.926.514;108.100.004.196.167;0.5;112.586.998.939.514;12;low;other
2308;female;afam;371.500.015.258.789;no;no;no;yes;769.999.980.926.514;108.100.004.196.167;0.200000002980232;112.586.998.939.514;12;low;other
2309;female;other;53.189.998.626.709;no;no;yes;yes;769.999.980.926.514;108.100.004.196.167;0.200000002980232;112.586.998.939.514;14;high;other
2310;female;other;668.399.963.378.906;yes;yes;yes;no;103.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;17;high;other
2311;female;other;579.099.998.474.121;no;no;no;no;103.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;13;low;other
2312;female;other;549.799.995.422.363;no;no;yes;no;103.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;12;low;other
2313;female;other;395.499.992.370.605;no;no;no;no;103.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;12;low;other
2314;female;other;57;no;yes;yes;no;103.000.001.907.349;108.100.004.196.167;3;112.586.998.939.514;15;low;other
2315;female;other;51.810.001.373.291;yes;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;16;high;other
2316;male;other;39.75;no;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;12;low;other
2317;female;hispanic;475.099.983.215.332;no;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;12;high;other
2318;male;other;614.099.998.474.121;no;no;no;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;12;low;other
2319;male;hispanic;648.099.975.585.938;no;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;16;low;other
2320;female;other;57.439.998.626.709;no;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;15;high;other
2321;female;other;634.300.003.051.758;no;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;12;low;other
2322;female;other;49.689.998.626.709;yes;no;yes;no;839.999.961.853.027;108.100.004.196.167;160.000.002.384.186;112.586.998.939.514;12;low;other
2323;female;other;552.900.009.155.273;yes;yes;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;16;low;other
2324;female;other;522.299.995.422.363;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;12;low;other
2325;female;other;632.700.004.577.637;yes;yes;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;18;high;other
2326;male;other;445.900.001.525.879;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;12;low;other
2327;male;other;532.299.995.422.363;yes;yes;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;15;high;other
2328;female;other;468.400.001.525.879;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;13;low;other
2329;female;other;573.400.001.525.879;yes;yes;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;15;low;other
2330;female;other;64.879.997.253.418;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;13;low;other
2331;female;hispanic;407.099.990.844.727;no;no;no;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;12;low;other
2332;male;hispanic;469.099.998.474.121;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;12;high;other
2333;male;other;352.099.990.844.727;no;no;yes;no;12;121.499.996.185.303;0.800000011920929;116.628.003.120.422;12;low;other
2334;male;afam;426.399.993.896.484;no;no;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;13;low;other
2335;male;afam;380.699.996.948.242;no;no;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;13;low;other
2336;male;other;533.499.984.741.211;yes;yes;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;18;low;other
2337;female;other;55.060.001.373.291;yes;yes;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;17;high;other
2338;male;other;37.810.001.373.291;no;no;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;13;low;other
2339;male;hispanic;519.099.998.474.121;no;no;no;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;15;low;other
2340;male;other;609.900.016.784.668;no;no;yes;no;118.000.001.907.349;108.100.004.196.167;0.200000002980232;112.586.998.939.514;12;low;other
2341;female;other;597.999.992.370.605;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;12;low;other
2342;male;other;604.900.016.784.668;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;17;low;other
2343;male;other;606.800.003.051.758;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;12;low;other
2344;male;other;527.599.983.215.332;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;12;high;other
2345;female;afam;392.400.016.784.668;yes;yes;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;12;low;other
2346;male;hispanic;405.800.018.310.547;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.300000011920929;101.617.002.487.183;13;low;other
2347;male;afam;393.800.010.681.152;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.5;101.617.002.487.183;12;low;other
2348;female;other;519.500.007.629.395;no;no;yes;yes;630.000.019.073.486;101.499.996.185.303;0.5;101.617.002.487.183;12;low;other
2349;female;other;516.300.010.681.152;no;no;yes;no;113.999.996.185.303;108.100.004.196.167;2;112.586.998.939.514;12;low;other
2350;male;other;670.100.021.362.305;yes;no;yes;no;113.999.996.185.303;108.100.004.196.167;2;112.586.998.939.514;17;high;other
2351;female;other;538.699.989.318.848;no;no;yes;no;113.999.996.185.303;108.100.004.196.167;2;112.586.998.939.514;12;low;other
2352;male;other;582.900.009.155.273;no;no;no;no;113.999.996.185.303;108.100.004.196.167;2;112.586.998.939.514;15;low;other
2353;female;other;452.599.983.215.332;no;no;yes;no;113.999.996.185.303;108.100.004.196.167;2;112.586.998.939.514;12;low;other
2354;male;other;510.999.984.741.211;no;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;12;high;other
2355;male;other;478.800.010.681.152;no;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;12;low;other
2356;female;other;613.499.984.741.211;yes;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;12;low;other
2357;male;hispanic;54.939.998.626.709;no;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;12;low;other
2358;male;hispanic;549.099.998.474.121;no;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;13;high;other
2359;female;other;565.200.004.577.637;no;no;yes;no;889.999.961.853.027;121.499.996.185.303;2;116.628.003.120.422;13;low;other
2360;male;other;589.199.981.689.453;no;no;yes;no;111.000.003.814.697;121.499.996.185.303;1;116.628.003.120.422;16;low;other
2361;male;other;386.800.003.051.758;no;no;yes;no;111.000.003.814.697;121.499.996.185.303;1;116.628.003.120.422;12;low;other
2362;male;other;516.500.015.258.789;no;no;yes;no;111.000.003.814.697;121.499.996.185.303;1;116.628.003.120.422;13;high;other
2363;female;other;389.300.003.051.758;no;no;yes;yes;969.999.980.926.514;102.799.997.329.712;1;0.931869983673096;12;low;other
2364;male;other;427.799.987.792.969;no;no;yes;yes;969.999.980.926.514;102.799.997.329.712;1;0.931869983673096;13;low;other
2365;male;other;344.500.007.629.395;no;no;yes;yes;969.999.980.926.514;102.799.997.329.712;1;0.931869983673096;12;low;other
2366;male;other;688.000.030.517.578;no;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;16;high;other
2367;female;other;573.699.989.318.848;yes;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;16;high;other
2368;female;other;650.500.030.517.578;yes;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;16;high;other
2369;male;other;626.599.998.474.121;no;no;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;17;low;other
2370;male;other;639.500.007.629.395;yes;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;16;high;other
2371;female;other;506.699.981.689.453;no;no;no;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;12;high;other
2372;male;hispanic;408.499.984.741.211;no;no;no;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;12;low;other
2373;male;other;564.799.995.422.363;no;no;no;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;16;low;other
2374;male;other;545.400.009.155.273;yes;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;17;high;other
2375;male;other;541.100.006.103.516;yes;no;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;15;high;other
2376;female;other;687.200.012.207.031;yes;yes;yes;no;690.000.009.536.743;102.799.997.329.712;0.5;0.931869983673096;17;high;other
2377;male;other;623.800.010.681.152;yes;yes;yes;no;8;102.799.997.329.712;0.800000011920929;0.931869983673096;16;high;other
2378;male;other;557.999.992.370.605;yes;no;yes;no;8;102.799.997.329.712;0.800000011920929;0.931869983673096;17;high;other
2379;female;afam;362.000.007.629.395;no;no;no;yes;730.000.019.073.486;102.799.997.329.712;3.5;0.931869983673096;12;low;other
2380;female;afam;324.799.995.422.363;no;no;no;yes;730.000.019.073.486;102.799.997.329.712;3.5;0.931869983673096;12;low;other
2381;female;afam;417.200.012.207.031;no;no;yes;yes;730.000.019.073.486;102.799.997.329.712;3.5;0.931869983673096;16;low;other
2382;male;other;469.900.016.784.668;no;no;yes;yes;730.000.019.073.486;102.799.997.329.712;3.5;0.931869983673096;12;high;other
2383;female;other;58.939.998.626.709;yes;no;yes;yes;730.000.019.073.486;102.799.997.329.712;3.5;0.931869983673096;14;low;other
2384;male;hispanic;42.439.998.626.709;no;no;yes;no;5.5;102.799.997.329.712;0.5;0.931869983673096;12;low;other
2385;male;other;625.900.001.525.879;no;no;no;no;8;102.799.997.329.712;1.5;0.931869983673096;17;low;other
2386;female;other;578.600.006.103.516;no;no;yes;no;5.5;102.799.997.329.712;0.300000011920929;0.931869983673096;16;high;other
2387;male;other;663.899.993.896.484;no;no;yes;no;5.5;102.799.997.329.712;0.300000011920929;0.931869983673096;16;low;other
2388;male;other;642.300.033.569.336;no;no;yes;no;5.5;102.799.997.329.712;0.300000011920929;0.931869983673096;16;low;other
2389;male;other;548.499.984.741.211;no;no;yes;no;5.5;102.799.997.329.712;0.300000011920929;0.931869983673096;16;low;other
2390;male;other;62.060.001.373.291;no;no;yes;no;5.5;102.799.997.329.712;0.300000011920929;0.931869983673096;12;low;other
2391;female;hispanic;573.800.010.681.152;yes;no;yes;no;8;102.799.997.329.712;2;0.931869983673096;17;high;other
2392;female;other;579.900.016.784.668;no;no;yes;no;8;102.799.997.329.712;2;0.931869983673096;12;high;other
2393;female;afam;591.300.010.681.152;yes;yes;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;17;high;other
2394;female;other;552.799.987.792.969;no;no;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;16;high;other
2395;male;other;628.699.989.318.848;yes;yes;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;13;high;other
2396;female;other;471.800.003.051.758;no;no;no;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;12;low;other
2397;female;other;544.300.003.051.758;yes;no;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;15;high;other
2398;male;other;670.400.009.155.273;yes;yes;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;12;high;other
2399;male;afam;540.499.992.370.605;no;no;yes;yes;609.999.990.463.257;102.799.997.329.712;0.200000002980232;0.931869983673096;13;low;other
2400;female;other;561.199.989.318.848;yes;yes;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;14;low;other
2401;male;other;610.999.984.741.211;yes;no;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;13;high;other
2402;male;other;56.75;no;no;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;14;low;other
2403;female;other;57.810.001.373.291;no;yes;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;12;low;other
2404;male;other;399.599.990.844.727;no;no;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;15;low;other
2405;female;hispanic;464.199.981.689.453;no;no;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;16;low;other
2406;male;other;571.699.981.689.453;no;no;yes;no;790.000.009.536.743;102.799.997.329.712;0.100000001490116;0.931869983673096;17;low;other
2407;male;other;601.100.006.103.516;yes;yes;yes;no;5.5;102.799.997.329.712;0.800000011920929;0.931869983673096;16;high;other
2408;male;afam;556.599.998.474.121;no;yes;yes;no;5.5;102.799.997.329.712;0.800000011920929;0.931869983673096;12;high;other
2409;female;other;674.599.990.844.727;no;no;no;no;5.5;102.799.997.329.712;0.800000011920929;0.931869983673096;16;low;other
2410;female;afam;367.000.007.629.395;no;no;yes;no;8;102.799.997.329.712;0.600000023841858;0.931869983673096;12;low;other
2411;male;hispanic;50.689.998.626.709;no;no;no;no;8;102.799.997.329.712;0.600000023841858;0.931869983673096;13;low;other
2412;male;other;518.800.010.681.152;no;no;yes;no;869.999.980.926.514;102.799.997.329.712;0.300000011920929;0.931869983673096;13;low;other
2413;male;other;581.399.993.896.484;yes;no;yes;no;869.999.980.926.514;102.799.997.329.712;0.300000011920929;0.931869983673096;16;low;other
2414;male;other;553.600.006.103.516;no;no;yes;no;869.999.980.926.514;102.799.997.329.712;0.300000011920929;0.931869983673096;16;low;other
2415;male;afam;408.199.996.948.242;no;yes;yes;no;869.999.980.926.514;102.799.997.329.712;0.300000011920929;0.931869983673096;14;low;other
2416;female;other;469.799.995.422.363;no;no;yes;no;869.999.980.926.514;102.799.997.329.712;0.300000011920929;0.931869983673096;12;low;other
